and そして
maryland メリーランド
zone ゾーン
solo ソロ
learning 学習
learning ラーニング
learning 学問
pay 支払う
pay 支払い
choice 選択
choice チョイス
flag フラグ
flag 国旗
engineer エンジニア
cars カーズ
farm 農場
farm ファーム
wilson ウィルソン
principal 校長
principal 元本
acquired 後天性
secret 秘密
poet 詩人
poet 歌人
build 構築
orchestra オーケストラ
versions バージョン
follows フォロー
fixed 固定
fixed 固定された
efforts 取り組み
efforts 努力
documentary ドキュメンタリー
equipment 道具
equipment 装備
equipment 機器
equipment 機材
ray レイ
yellow イエロー
yellow 黄色
guard ガード
pressure 気圧
pressure 圧力
grant 付与
grant グラント
prison 刑務所
prison 監獄
freedom 自由
norway ノルウェー
twice 二度
twice 二回
store 店舗
store ストア
taylor テイラー
quarter クォーター
quarter 四半期
independence 独立
platform プラットフォーム
platform プラットホーム
rome ローマ
teacher 教員
teacher 教師
teacher 先生
copy コピー
effort 努力
nuclear 原子力
models モデル
everyone みんな
easily 楽々
description 説明
description 解説
agreed 同意
agreed 合意
institutions 機関
facilities 施設
facilities 設備
target ターゲット
stack スタック
rationale 論拠
bronze 青銅
bronze ブロンズ
sort ソート
hosted 主催
programming プログラミング
railroad 鉄道
unique ユニーク
unique 独特
ocean 大洋
cell セル
missouri ミズーリ
concert コンサート
improve 向上
improve 改善
biography 伝記
loan ローン
loan 融資
shortly まもなく
contact コンタクト
tennessee テネシー
sub サブ
safety 安全
safety セーフティ
stephen スティーヴン
policies ポリシー
policies 施策
policies 方針
painting 絵画
price プライス
price 対価
price 値段
price 価格
mexican メキシコ
mexican メキシカン
leadership リーダーシップ
flying 飛ぶ
flying フライング
message メッセージ
message 伝言
serious 深刻
headquarters 本社
headquarters 本部
headquarters 司令部
cemetery 墓地
memory メモリ
memory メモリー
memory 記憶
fields フィールド
fields フィールズ
generation 世代
generation ジェネレーション
join 参加
copies コピー
copies 部数
finals ファイナル
fox キツネ
representative 代理人
destroyed 破壊された
feet フィート
feet 両足
guy ガイ
philippines フィリピン
revealed 啓示
conservative 保守
share 共有
share シェア
maria マリア
maria マリヤ
disease 病気
disease 疾病
sections セクション
philosophy 哲学
floor フロア
labour 分娩
labour 労働
logo ロゴ
yard ヤード
offer オファー
offer 申し出
offer クーポン
tax 租税
tax 税金
expected 期待
traffic トラフィック
traffic 交通
concerns 懸念
graduated 卒業
guest ゲスト
formation フォーメーション
economy 経済
storm ストーム
mile マイル
bowl ボウル
letters 手紙
classic クラシック
classic 古典
damage 被害
damage ダメージ
damage 損傷
damage 損害
harry ハリー
offers クーポン
davis デービス
davis デイヴィス
challenge チャレンジ
challenge 挑戦
views ビュー
density 密度
ben ベン
transportation 輸送
transportation 交通
kentucky ケンタッキー
sales 販売
sales 売り上げ
sales セールス
sales 売上
fleet 艦隊
fleet フリート
extra エクストラ
arizona アリゾナ
theme テーマ
francis フランシス
moscow モスクワ
behavior 行動
behavior 挙動
blank 空欄
blank ブランク
musician 音楽家
musician ミュージシャン
starring 主演
seats 座席
tennis テニス
percent 割合
percent パーセント
logs ログ
display ディスプレイ
convention コンベンション
convention 大会
ring リング
ring 指輪
joint 関節
brian ブライアン
planned 予定
planned 計画
universities 大学
yards ヤード
agent エージェント
agent 代理人
difference 差異
difference 違い
difference 差分
animal アニマル
animal 動物
positions ポジション
stay 滞在
stay ステイ
combat 戦闘
palace 宮殿
card カード
opposition 野党
attempts 未遂
understanding 理解
stub スタブ
wrestling レスリング
critics 評論家
growing 栽培
growing 成長
hands 両手
materials 材料
materials 素材
paid 有料
promotion プロモーション
promotion 宣伝
apparently どうやら
battalion 大隊
mobile モバイル
figures フィギュア
existence 存在
louisiana ルイジアナ
lewis ルイス
melbourne メルボルン
austria オーストリア
brigade 旅団
screen 画面
screen スクリーン
risk リスク
labor 分娩
labor 労働
definition 定義
draw 引き分け
draw ドロー
application 出願
application アプリケーション
steel スチール
steel 鋼鉄
expansion 膨張
earl アール
max マックス
wild ワイルド
wild 野生
planning 計画
planning 企画
planning プランニング
comic コミック
adopted 養子
adopted 採択
easy イージー
easy 易しい
easy やさしい
easy 簡単
plus プラス
happy ハッピー
happy 幸せ
classes クラス
iowa アイオワ
save セーブ
save 保存
wins 勝利
theater 劇場
theater シアター
theater 演劇
roles 役割
chance チャンス
candidates 候補者
object オブジェクト
felt フェルト
powers パワーズ
birds 鳥類
spread 拡散
spread スプレッド
defeat 敗北
cape ケープ
regions リージョン
regions 地域
mine 鉱山
sides 両側
guidelines 指針
guidelines ガイドライン
simon シモン
simon サイモン
depth 深度
depth 奥行き
lyrics 歌詞
lyrics 作詞
christmas クリスマス
declined 辞退
declined 不参加
greece ギリシャ
express エクスプレス
express 急行
federation 連邦
journalist ジャーナリスト
intelligence 知能
connection つながり
connection 接続
constitution 体質
constitution 憲法
standing スタンディング
sons 息子
plot プロット
dates 日付
firm 会社
pilot パイロット
relatively 比較的
receive 受け取る
receive 受信
manchester マンチェスター
introduction 紹介
introduction 導入
directors 取締役
vehicle 車両
vehicle 乗り物
stock 株式
stock ストック
vehicles 乗り物
vehicles 車両
frequently 頻繁
hills ヒルズ
northwest 北西
drug ドラッグ
drug 薬物
visit 訪問
residence 住居
residence 居所
walter ヴァルター
walter ウォルター
interesting 興味深い
interesting おもしろい
interesting 面白い
moon ムーン
limit 制限
limit リミット
limit 限界
bell ベル
athletics アスレチックス
oklahoma オクラホマ
ideas アイデア
ideas アイディア
electronic エレクトロニック
crown クラウン
younger 若い
anderson アンダーソン
step ステップ
weapons 武器
weapons 兵器
neutral 中性
neutral ニュートラル
switzerland スイス
weekly 毎週
weekly 週間
weekly 週刊
weekly ウィークリー
rating 評価
rating 格付
programme プログラム
squad 分隊
multi マルチ
dynasty 王朝
cold 風邪
cold コールド
cold 冷たい
cold 寒い
granted 付与
alliance アライアンス
methods メソッド
sam サム
alabama アラバマ
albert アルベルト
albert アルバート
tropical トロピカル
tropical 熱帯
vietnam ベトナム
heat ヒート
fans ファン
credit 信用
credit クレジット
boat ボート
boxes ボックス
ethnic 民族
arena アレーナ
arena アリーナ
roads 道路
core コア
dog イヌ
kill キル
athletic アスレチック
negative ネガティブ
negative マイナス
negative ネガ
edge エッジ
tools ツール
tools 道具
colonel 大佐
weak 弱い
brand ブランド
brand 銘柄
rise 上昇
supply サプライ
supply 供給
